word,lemma,porter_stem
remain,remain,remain
spot,spot,spot
notes,note,note
produce,produce,produc
champions,champion,champion
contact,contact,contact
ed,ed,ed
soul,soul,soul
accepted,accept,accept
ways,way,way
del,del,del
losing,losing,lose
split,split,split
price,price,price
capacity,capacity,capac
basis,basis,basi
trial,trial,trial
questions,question,question
guess,guess,guess
officially,officially,offici
memorial,memorial,memori
naval,naval,naval
initial,initial,initi
whispered,whisper,whisper
median,median,median
engineer,engineer,engin
sydney,sydney,sydney
columbia,columbia,columbia
strength,strength,strength
tears,tears,tear
senate,senate,senat
card,card,card
asian,asian,asian
agent,agent,agent
software,software,softwar
draw,draw,draw
warm,warm,warm
supposed,suppose,suppos
com,com,com
pro,pro,pro
transferred,transfer,transfer
leaned,lean,lean
candidate,candidate,candid
escape,escape,escap
mountains,mountain,mountain
asia,asia,asia
potential,potential,potenti
activity,activity,activ
entertainment,entertainment,entertain
seem,seem,seem
traffic,traffic,traffic
jackson,jackson,jackson
murder,murder,murder
slow,slow,slow
product,product,product
orchestra,orchestra,orchestra
haven,haven,haven
agency,agency,agenc
bbc,bbc,bbc
taught,teach,taught
website,website,websit
comedy,comedy,comedi
unable,unable,unabl
storm,storm,storm
planning,planning,plan
albums,album,album
rugby,rugby,rugbi
environment,environment,environ
scientific,scientific,scientif
grabbed,grab,grab
protect,protect,protect
boat,boat,boat
typically,typically,typic
damage,damage,damag
principal,principal,princip
divided,divide,divid
dedicated,dedicated,dedic
mount,mount,mount
ohio,ohio,ohio
pick,pick,pick
fought,fight,fought
driver,driver,driver
empty,empty,empti
shoulders,shoulder,shoulder
sort,sort,sort
thank,thank,thank
berlin,berlin,berlin
prominent,prominent,promin
account,account,account
freedom,freedom,freedom
necessary,necessary,necessari
efforts,effort,effort
alex,alex,alex
headquarters,headquarter,headquart
follows,follow,follow
alongside,alongside,alongsid
des,des,de
simon,simon,simon
andrew,andrew,andrew
suggested,suggest,suggest
operating,operate,oper
learning,learning,learn
steps,step,step
sweet,sweet,sweet
technical,technical,technic
begin,begin,begin
easily,easily,easili
teeth,tooth,teeth
speaking,speak,speak
settlement,settlement,settlement
scale,scale,scale
renamed,rename,renam
ray,ray,ray
max,max,max
enemy,enemy,enemi
semi,semi,semi
joint,joint,joint
compared,compare,compar
scottish,scottish,scottish
leadership,leadership,leadership
analysis,analysis,analysi
offers,offer,offer
georgia,georgia,georgia
pieces,piece,piec
captured,capture,captur
animal,animal,anim
deputy,deputy,deputi
guest,guest,guest
organized,organize,organ
tony,tony,toni
combined,combine,combin
method,method,method
challenge,challenge,challeng
huge,huge,huge
wants,want,want
battalion,battalion,battalion
sons,son,son
rise,rise,rise
crime,crime,crime
types,type,type
facilities,facility,facil
telling,tell,tell
path,path,path
platform,platform,platform
sit,sit,sit
tells,tell,tell
assigned,assign,assign
rich,rich,rich
pull,pull,pull
commonly,commonly,commonli
alive,alive,aliv
letters,letter,letter
concept,concept,concept
conducted,conduct,conduct
wearing,wear,wear
happen,happen,happen
bought,buy,bought
becomes,become,becom
holy,holy,holi
gets,get,get
ocean,ocean,ocean
defeat,defeat,defeat
languages,language,languag
purchased,purchase,purchas
coffee,coffee,coffe
occurred,occur,occur
titled,title,titl
declared,declare,declar
applied,apply,appli
sciences,science,scienc
concert,concert,concert
sounds,sound,sound
jazz,jazz,jazz
brain,brain,brain
painting,painting,paint
fleet,fleet,fleet
tax,tax,tax
nick,nick,nick
michigan,michigan,michigan
count,count,count
animals,animal,anim
leaders,leader,leader
episodes,episode,episod
content,content,content
birth,birth,birth
clubs,club,club
palace,palace,palac
critical,critical,critic
refused,refuse,refus
fair,fair,fair
leg,leg,leg
laughed,laugh,laugh
returning,return,return
surrounding,surround,surround
participated,participate,particip
formation,formation,format
lifted,lift,lift
pointed,point,point
connected,connect,connect
rome,rome,rome
medicine,medicine,medicin
laid,lay,laid
taylor,taylor,taylor
santa,santa,santa
powers,powers,power
adam,adam,adam
tall,tall,tall
shared,share,share
focused,focus,focus
knowing,knowing,know
yards,yard,yard
entrance,entrance,entranc
falls,fall,fall
calling,call,call
sources,source,sourc
chosen,choose,chosen
beneath,beneath,beneath
resources,resource,resourc
yard,yard,yard
nominated,nominate,nomin
silence,silence,silenc
zone,zone,zone
defined,define,defin
gained,gain,gain
thirty,thirty,thirti
bodies,body,bodi
moon,moon,moon
adopted,adopt,adopt
christmas,christmas,christma
widely,widely,wide
register,register,regist
apart,apart,apart
iran,iran,iran
premier,premier,premier
serves,serve,serv
du,du,du
unknown,unknown,unknown
parties,party,parti
generation,generation,gener
continues,continue,continu
quick,quick,quick
fields,field,field
brigade,brigade,brigad
quiet,quiet,quiet
teaching,teaching,teach
clothes,clothe,cloth
impact,impact,impact
weapons,weapon,weapon
partner,partner,partner
flat,flat,flat
theater,theater,theater
supreme,supreme,suprem
relations,relation,relat
plants,plant,plant
suffered,suffer,suffer
wilson,wilson,wilson
kids,kid,kid
begins,begin,begin
seats,seat,seat
armed,armed,arm
internet,internet,internet
models,model,model
worth,worth,worth
laws,law,law
communities,community,commun
classes,class,class
background,background,background
knows,know,know
thanks,thank,thank
quarter,quarter,quarter
reaching,reach,reach
humans,human,human
carry,carry,carri
killing,kill,kill
format,format,format
kong,kong,kong
hong,hong,hong
setting,set,set
architecture,architecture,architectur
disease,disease,diseas
railroad,railroad,railroad
inc,inc,inc
possibly,possibly,possibl
wish,wish,wish
arthur,arthur,arthur
thoughts,thoughts,thought
harry,harry,harri
doors,door,door
density,density,densiti
crowd,crowd,crowd
illinois,illinois,illinoi
stomach,stomach,stomach
tone,tone,tone
unique,unique,uniqu
reports,report,report
anyway,anyway,anyway
liberal,liberal,liber
der,der,der
vehicle,vehicle,vehicl
thick,thick,thick
dry,dry,dri
drug,drug,drug
faced,face,face
largely,largely,larg
facility,facility,facil
theme,theme,theme
holds,hold,hold
creation,creation,creation
strange,strange,strang
colonel,colonel,colonel
revolution,revolution,revolut
bell,bell,bell
politics,politics,polit
turns,turn,turn
silent,silent,silent
rail,rail,rail
relief,relief,relief
independence,independence,independ
combat,combat,combat
shape,shape,shape
write,write,write
determined,determined,determin
sales,sale,sale
learned,learn,learn
finger,finger,finger
oxford,oxford,oxford
providing,provide,provid
heritage,heritage,heritag
fiction,fiction,fiction
situated,situate,situat
designated,designate,design
allowing,allow,allow
distribution,distribution,distribut
hosted,host,host
sight,sight,sight
interview,interview,interview
estimated,estimate,estim
reduced,reduced,reduc
toronto,toronto,toronto
footballer,footballer,footbal
keeping,keep,keep
guys,guy,guy
damn,damn,damn
claim,claim,claim
motion,motion,motion
sport,sport,sport
sixth,sixth,sixth
stayed,stay,stay
en,en,en
rear,rear,rear
receive,receive,receiv
handed,hand,hand
twelve,twelve,twelv
dress,dress,dress
audience,audience,audienc
granted,grant,grant
brazil,brazil,brazil
spirit,spirit,spirit
noticed,notice,notic
etc,etc,etc
olympic,olympic,olymp
representative,representative,repres
eric,eric,eric
tight,tight,tight
trouble,trouble,troubl
reviews,review,review
drink,drink,drink
vampire,vampire,vampir
missing,miss,miss
roles,role,role
ranked,rank,rank
newly,newly,newli
household,household,household
finals,final,final
wave,wave,wave
critics,critic,critic
phase,phase,phase
massachusetts,massachusetts,massachusett
pilot,pilot,pilot
unlike,unlike,unlik
philadelphia,philadelphia,philadelphia
bright,bright,bright
guns,gun,gun
crown,crown,crown
organizations,organization,organ
roof,roof,roof
respectively,respectively,respect
clearly,clearly,clearli
tongue,tongue,tongu
marked,mark,mark
circle,circle,circl
fox,fox,fox
korea,korea,korea
bronze,bronze,bronz
brian,brian,brian
expanded,expand,expand
sexual,sexual,sexual
supply,supply,suppli
yourself,yourself,yourself
inspired,inspire,inspir
labour,labour,labour
fc,fc,fc
reference,reference,refer
vision,vision,vision
draft,draft,draft
connection,connection,connect
brand,brand,brand
reasons,reason,reason
classic,classic,classic
driving,driving,drive
trip,trip,trip
jesus,jesus,jesu
cells,cells,cell
entry,entry,entri
neither,neither,neither
trail,trail,trail
claims,claim,claim
atlantic,atlantic,atlant
orders,orders,order
labor,labor,labor
nose,nose,nose
afraid,afraid,afraid
identified,identify,identifi
intelligence,intelligence,intellig
calls,call,call
cancer,cancer,cancer
attacked,attack,attack
passing,pass,pass
stephen,stephen,stephen
positions,positions,posit
imperial,imperial,imperi
grey,grey,grey
jason,jason,jason
sunday,sunday,sunday
swedish,swedish,swedish
avoid,avoid,avoid
extra,extra,extra
uncle,uncle,uncl
message,message,messag
covers,cover,cover
allows,allow,allow
surprise,surprise,surpris
materials,material,materi
fame,fame,fame
hunter,hunter,hunter
citizens,citizen,citizen
figures,figure,figur
davis,davis,davi
environmental,environmental,environment
confirmed,confirm,confirm
shit,shit,shit
titles,titles,titl
di,di,di
performing,perform,perform
difference,difference,differ
acts,act,act
attacks,attack,attack
existing,exist,exist
votes,vote,vote
opportunity,opportunity,opportun
nor,nor,nor
shop,shop,shop
entirely,entirely,entir
trains,train,train
opposite,opposite,opposit
pakistan,pakistan,pakistan
develop,develop,develop
resulted,resulted,result
representatives,representative,repres
actions,action,action
reality,reality,realiti
pressed,press,press
barely,barely,bare
wine,wine,wine
conversation,conversation,convers
faculty,faculty,faculti
northwest,northwest,northwest
ends,end,end
documentary,documentary,documentari
nuclear,nuclear,nuclear
stock,stock,stock
grace,grace,grace
sets,set,set
eat,eat,eat
alternative,alternative,altern
bag,bag,bag
resulting,result,result
creating,create,creat
surprised,surprised,surpris
cemetery,cemetery,cemeteri
drop,drop,drop
finding,find,find
sarah,sarah,sarah
cricket,cricket,cricket
streets,street,street
tradition,tradition,tradit
ride,ride,ride
exhibition,exhibition,exhibit
target,target,target
ear,ear,ear
explained,explain,explain
rain,rain,rain
composer,composer,compos
injury,injury,injuri
apartment,apartment,apart
municipal,municipal,municip
educational,educational,educ
occupied,occupy,occupi
netherlands,netherlands,netherland
clean,clean,clean
billion,billion,billion
constitution,constitution,constitut
learn,learn,learn
maximum,maximum,maximum
classical,classical,classic
francis,francis,franci
lose,lose,lose
opposition,opposition,opposit
jose,jose,jose
ontario,ontario,ontario
bear,bear,bear
core,core,core
hills,hills,hill
rolled,roll,roll
ending,end,end
drawn,draw,drawn
permanent,permanent,perman
fun,fun,fun
lewis,lewis,lewi
sites,site,site
chamber,chamber,chamber
ryan,ryan,ryan
scoring,scoring,score
height,height,height
lyrics,lyric,lyric
staring,stare,stare
officials,official,offici
snow,snow,snow
oldest,old,oldest
orange,orange,orang
qualified,qualified,qualifi
interior,interior,interior
apparently,apparently,appar
succeeded,succeed,succeed
thousand,thousand,thousand
dinner,dinner,dinner
lights,light,light
existence,existence,exist
fans,fan,fan
heavily,heavily,heavili
greatest,great,greatest
conservative,conservative,conserv
send,send,send
bowl,bowl,bowl
plus,plus,plu
enter,enter,enter
catch,catch,catch
economy,economy,economi
duty,duty,duti
speech,speech,speech
authorities,authority,author
princess,princess,princess
performances,performance,perform
versions,version,version
shall,shall,shall
graduate,graduate,graduat
pictures,picture,pictur
effective,effective,effect
remembered,remember,rememb
poetry,poetry,poetri
desk,desk,desk
crossed,cross,cross
starring,star,star
starts,starts,start
passenger,passenger,passeng
sharp,sharp,sharp
